Fecha,Hora,ACO,AJM,AJU,ARA,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,IMP,INN,IZT,LAG,LLA,LPR,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
09-05-2020,20,,0.20,,,0.10,,0.30,0.20,,,0.10,,,0.20,,0.20,0.20,,0.30,,0.10,0.40,,0.30,,0.20,0.20,,0.20,0.30,,0.30,0.20,0.30,,,,0.20,,,0.10,,,0.20,0.30,,0.20,,
09-05-2020,21,,0.20,,,0.10,,0.10,0.20,,,0.10,,,0.20,,0.10,0.10,,0.20,,0.10,0.20,,0.30,,0.10,0.30,,0.20,0.20,,,0.40,0.30,,,,0.20,,,0.10,,,0.20,0.20,,0.10,,
09-05-2020,22,,0.20,,,0.20,,0.20,0.20,,,0.10,,,0.20,,0.20,0.10,,0.30,,0.10,0.30,,0.20,,0.20,0.20,,0.30,0.10,,0.30,0.20,0.30,,,,0.20,,,0.20,,,0.20,0.30,,0.20,,
09-05-2020,23,,0.10,,,0.10,,0.20,0.10,,,0.20,,,0.20,,0.20,0.20,,0.40,,0.20,0.40,,0.10,,0.20,0.20,,0.20,0.10,,0.40,0.30,0.20,,,,0.20,,,0.10,,,0.20,0.30,,0.10,,
09-05-2020,24,,0.10,,,0.10,,0.20,0.20,,,0.30,,,0.10,,0.20,0.20,,0.30,,0.20,0.30,,0.10,,0.30,0.20,,0.10,0.20,,0.40,0.20,0.20,,,,0.10,,,0.10,,,0.20,0.20,,0.10,,
10-05-2020,1,,0.10,,,0.10,,0.20,0.20,,,0.30,,,0.10,,0.20,0.20,,0.20,,0.10,0.30,,0.10,,0.20,0.10,,0.20,0.20,,0.40,0.10,0.20,,,,0.10,,,0.10,,,0.20,0.20,,0.10,,
10-05-2020,2,,0.10,,,0.10,,0.10,0.10,,,0.30,,,0.20,,0.20,0.10,,0.20,,0.10,0.30,,0.10,,0.20,0.10,,0.20,0.20,,0.30,0.10,0.20,,,,0.10,,,0.10,,,0.20,0.30,,0.10,,
10-05-2020,3,,0.10,,,0.10,,0.10,0.10,,,0.20,,,0.20,,0.10,0.10,,0.20,,0.10,0.30,,0.10,,0.30,0.10,,0.00,0.20,,0.10,0.20,0.20,,,,0.00,,,0.10,,,0.10,0.20,,0.10,,
10-05-2020,4,,0.10,,,0.00,,0.10,0.00,,,0.00,,,0.10,,0.00,0.10,,0.20,,0.10,0.20,,0.10,,0.20,0.00,,0.00,0.10,,0.00,0.10,0.20,,,,0.10,,,0.00,,,0.10,0.10,,0.00,,
10-05-2020,5,,0.10,,,0.10,,0.10,0.00,,,0.20,,,0.10,,0.00,0.10,,0.20,,0.10,0.10,,0.20,,0.20,0.00,,0.10,0.10,,0.10,0.20,0.10,,,,0.00,,,0.00,,,0.10,0.20,,0.10,,
10-05-2020,6,,0.10,,,0.20,,0.10,0.10,,,0.30,,,0.10,,0.10,0.10,,0.20,,0.10,0.20,,0.30,,0.30,0.10,,0.10,0.10,,,0.30,0.20,,,,0.10,,,0.20,,,0.20,0.20,,0.20,,
10-05-2020,7,,0.20,,,0.40,,0.30,0.10,,,0.30,,,0.10,,0.20,0.20,,0.30,,0.10,0.30,,0.30,,0.30,0.10,,0.10,0.20,,0.20,0.30,0.30,,,,,,,0.30,,,0.20,0.20,,0.20,,
10-05-2020,8,,0.10,,,0.40,,0.40,0.20,,,0.40,,,0.20,,0.30,0.10,,0.40,,0.20,0.40,,0.50,,0.30,0.20,,0.20,0.20,,0.20,0.20,0.30,,,,0.20,,,0.30,,,0.20,0.20,,0.30,,
10-05-2020,9,,0.20,,,0.20,,0.30,0.30,,,0.40,,,0.30,,0.30,0.10,,0.40,,0.10,0.30,,0.30,,0.20,0.30,,0.20,0.20,,0.30,0.30,0.30,,,,0.30,,,0.30,,,0.30,0.20,,0.30,,
10-05-2020,10,,0.10,,,0.20,,0.30,0.30,,,0.10,,,0.30,,0.30,0.10,,0.30,,0.10,0.20,,0.30,0.40,0.20,0.30,,0.20,0.20,,0.30,0.20,0.30,,,,0.30,,,0.20,,,0.20,0.20,,0.20,,
10-05-2020,11,,0.20,,,0.20,,0.20,0.20,,,0.00,,,0.30,,0.30,0.10,,0.30,,0.10,0.20,,0.20,0.40,0.20,0.20,,0.20,0.20,,0.30,0.20,0.30,,,,0.30,,,0.30,,,0.20,0.20,,0.20,,
10-05-2020,12,,0.20,,,0.20,,0.20,0.20,,,0.10,,,0.30,,0.20,0.20,,0.30,,0.10,0.30,,0.30,0.40,0.20,0.20,,0.20,0.20,,0.30,0.20,0.30,,,,0.30,,,0.30,,,0.20,0.20,,0.20,,
10-05-2020,13,,0.10,,,0.10,,0.20,0.20,,,0.00,,,0.20,,0.20,0.10,,0.30,,0.10,0.20,,0.20,0.40,0.20,0.10,,0.10,0.20,,0.20,0.10,0.10,,,,0.20,,,0.20,,,0.10,0.10,,0.10,,
10-05-2020,14,,0.10,,,0.10,,0.20,0.20,,,0.00,,,0.20,,0.10,0.00,,0.30,,0.10,0.20,,0.10,0.20,0.20,0.20,,0.00,0.20,,0.10,0.00,0.10,,,,0.20,,,0.20,,,0.00,0.10,,0.00,,
10-05-2020,15,,0.10,,,0.00,,0.20,0.10,,,0.10,,,0.20,,0.10,0.00,,0.20,,0.10,0.20,,0.10,0.10,0.10,0.20,,0.10,0.20,,0.10,0.10,0.10,,,,0.10,,,0.10,,,0.10,0.10,,0.10,,
10-05-2020,16,,0.10,,,0.00,,0.10,0.00,,,0.00,,,0.20,,0.00,0.00,,0.10,,0.10,0.10,,0.20,0.30,0.10,0.10,,0.10,0.20,,0.10,0.10,0.10,,,,0.10,,,0.10,,,0.10,0.10,,0.10,,
10-05-2020,17,,0.10,,,0.00,,0.10,0.10,,,0.00,,,0.10,,0.00,0.00,,0.20,,0.10,0.10,,0.20,0.30,0.00,0.10,,0.10,0.10,,0.20,0.10,0.10,,,,0.30,,,0.10,,,0.10,0.10,,0.10,,
10-05-2020,18,,0.10,,,0.00,,0.10,0.10,,,0.00,,,0.20,,0.10,0.10,,0.20,,0.10,0.10,,0.10,0.30,0.10,0.10,,0.10,0.20,,0.20,0.10,0.20,,,,0.20,,,0.10,,,0.10,0.10,,0.10,,
10-05-2020,19,,0.10,,,0.10,,0.10,0.10,,,0.00,,,0.30,,0.10,0.00,,0.20,,0.10,0.20,,0.10,0.10,0.00,0.10,,0.10,0.20,,0.20,0.10,0.20,,,,0.30,,,0.00,,,0.20,0.10,,0.10,,
10-05-2020,20,,0.10,,,0.10,,0.10,0.10,,,0.00,,,0.10,,0.10,0.10,,0.20,,0.10,0.10,,0.20,0.10,0.00,0.00,,0.10,0.10,,0.10,0.10,0.10,,,,0.20,,,0.10,,,0.10,0.10,,0.20,,
10-05-2020,21,,,,,0.10,,0.00,0.10,,,0.00,,,0.10,,0.00,0.00,,0.10,,0.00,0.10,,0.20,0.10,0.00,0.10,,0.10,0.10,,0.10,0.10,0.10,,,,0.10,,,0.10,,,0.10,0.10,,0.10,,
10-05-2020,22,,0.10,,,0.10,,0.00,0.00,,,0.00,,,0.10,,0.10,0.00,,0.10,,0.00,0.10,,0.30,0.10,0.00,0.10,,0.10,0.10,,0.10,0.10,0.10,,,,0.10,,,0.10,,,0.00,0.10,,0.10,,
10-05-2020,23,,0.10,,,0.10,,0.00,0.00,,,0.00,,,0.10,,0.00,0.10,,0.10,,0.00,0.10,,0.20,0.10,0.10,0.00,,0.10,0.10,,0.10,0.20,0.10,,,,0.10,,,0.00,,,0.10,0.10,,0.10,,
10-05-2020,24,,0.10,,,0.00,,0.10,0.00,,,0.10,,,0.00,,0.00,0.10,,0.10,,0.00,0.20,,0.10,0.10,0.10,0.00,,0.00,0.10,,0.10,0.10,0.10,,,,0.00,,,0.00,,,0.10,0.10,,0.00,,
11-05-2020,1,,0.10,,,0.00,,0.00,0.00,,,0.10,,,0.10,,0.00,0.10,,0.10,,0.00,0.10,,0.10,0.10,0.10,0.10,,0.00,0.10,,0.10,0.10,0.10,,,,0.00,,,0.00,,,0.10,0.00,,0.00,,
11-05-2020,2,,0.00,,,0.00,,0.10,0.00,,,0.10,,,0.10,,0.00,0.10,,0.10,,0.00,0.10,,0.00,0.20,0.10,0.00,,0.00,0.10,,0.10,0.10,0.10,,,,0.00,,,0.00,,,0.10,0.00,,0.00,,
11-05-2020,3,,0.00,,,0.00,,0.10,0.00,,,0.10,,,0.10,,0.00,0.10,,0.20,,0.10,0.10,,0.00,0.30,0.10,0.10,,0.00,0.10,,0.00,0.10,0.10,,,,0.00,,,0.00,,,0.10,0.00,,0.00,,
11-05-2020,4,,0.00,,,0.00,,0.10,0.00,,,0.10,,,0.10,,0.10,0.00,,0.10,,0.00,0.10,,0.10,0.10,0.10,0.10,,0.00,0.10,,0.10,0.10,0.10,,,,0.10,,,0.00,,,0.10,0.00,,0.10,,
11-05-2020,5,,0.00,,,0.10,,0.10,0.00,,,0.20,,,0.20,,0.10,0.00,,0.20,,0.00,0.30,,0.20,0.40,0.20,0.10,,0.00,0.00,,0.10,0.20,0.10,,,,0.30,,,0.10,,,0.10,0.10,,0.10,,
11-05-2020,6,,0.00,,,0.20,,0.10,0.10,,,0.10,,,0.20,,0.20,0.10,,0.20,,0.00,0.40,,0.60,0.30,0.20,0.30,,0.40,0.10,,0.10,0.30,0.20,,,,0.30,,,0.30,,,0.20,0.10,,0.30,,
11-05-2020,7,,0.10,,,0.10,,0.30,0.40,,,0.50,,,0.40,,0.40,0.30,,0.30,,0.10,0.60,,0.70,0.50,0.50,0.30,,0.40,0.20,,0.40,0.60,0.30,,,,0.50,,,0.40,,,0.30,0.40,,0.60,,
11-05-2020,8,,0.20,,,0.30,,0.60,0.40,,,0.20,,,0.10,,0.30,0.30,,0.40,,0.10,0.50,,0.50,0.50,0.30,0.40,,0.20,0.40,,0.70,0.70,0.40,,,,0.70,,,0.50,,,0.50,0.30,,0.50,,
11-05-2020,9,,0.30,,,0.30,,0.50,0.50,,,0.10,,,0.20,,0.20,0.20,,0.40,,0.20,0.30,,0.30,0.40,0.20,0.60,,0.20,0.40,,0.30,0.30,0.40,,,,0.20,,,0.40,,,0.20,0.40,,0.20,,
11-05-2020,10,,0.20,,,0.30,,0.40,0.30,,,0.10,,,0.20,,0.40,0.20,,0.50,,0.10,0.50,,0.20,0.30,0.30,0.60,,0.30,0.20,,0.30,0.20,0.40,,,,0.10,,,0.40,,,0.20,0.40,,0.30,,
11-05-2020,11,,0.20,,,0.50,,0.30,0.30,,,0.30,,,0.20,,0.40,0.20,,0.50,,0.10,,,0.30,0.50,0.40,0.50,,0.40,0.20,,0.30,0.30,0.40,,,,0.10,,,0.40,,,0.20,0.30,,0.30,,
11-05-2020,12,,0.20,,,0.50,,0.40,0.30,,,0.20,,,0.20,,0.30,0.20,,0.40,,0.10,,,0.20,0.40,0.40,0.50,,0.30,0.30,,0.20,0.20,0.30,,,,0.00,,,0.50,,,0.20,0.20,,0.30,,
11-05-2020,13,,0.20,,,0.30,,0.20,0.30,,,0.10,,,0.20,,0.30,0.20,,0.40,,0.20,0.40,,0.30,0.40,0.40,0.40,,0.20,0.20,,0.20,0.30,0.30,,,,0.10,,,0.50,,,0.20,0.30,,0.20,,
11-05-2020,14,,0.20,,,0.20,,0.20,0.30,,,0.10,,,0.30,,0.30,0.20,,0.40,,0.30,0.20,,0.20,0.40,0.40,0.40,,0.10,0.30,,0.20,0.30,0.40,,,,0.20,,,0.30,,,0.20,0.20,,0.10,,
11-05-2020,15,,0.10,,,0.10,,0.20,0.20,,,0.10,,,0.30,,0.10,0.20,,0.40,,0.20,0.30,,0.20,0.40,0.40,0.40,,0.30,0.20,,0.30,0.10,0.40,,,,0.20,,,0.30,,,0.30,0.20,,0.10,,
11-05-2020,16,,0.00,,,0.10,,0.10,0.20,,,0.20,,,0.20,,0.10,0.10,,0.30,,0.00,0.20,,0.30,0.30,0.20,0.30,,0.20,0.10,,0.30,0.20,0.30,,,,0.10,,,0.30,,,0.10,0.10,,0.10,,
11-05-2020,17,,0.20,,,0.10,,0.10,0.30,,,0.20,,,0.10,,0.10,0.20,,0.30,,0.10,0.20,,0.30,0.60,0.30,0.30,,0.20,0.20,,0.20,0.30,0.30,,,,0.10,,,0.10,,,0.10,0.10,,0.20,,
11-05-2020,18,,0.30,,,0.20,,0.20,0.30,,,0.10,,,0.20,,0.20,0.30,,0.40,,0.20,0.20,,0.40,0.50,0.40,0.30,,0.30,0.30,,0.30,0.30,0.30,,,,0.20,,,0.20,,,0.20,0.30,,0.20,,
11-05-2020,19,,0.20,,,0.10,,0.20,0.20,,,0.10,,,0.10,,0.10,0.20,,0.30,,0.10,0.10,,0.10,0.70,0.30,0.20,,0.40,0.20,,0.40,0.20,0.30,,,,0.30,,,0.20,,,0.20,0.30,,0.20,,
11-05-2020,20,,0.30,,,0.10,,0.20,0.20,,,0.10,,,0.20,,0.10,0.20,,0.30,,0.20,0.10,,0.10,0.50,0.30,0.20,,0.20,0.30,,0.40,0.20,0.40,,,,0.30,,,0.20,,,0.20,0.20,,0.30,,
11-05-2020,21,,0.30,,,0.20,,0.10,0.30,,,0.10,,,0.20,,0.40,0.20,,0.30,,0.20,0.20,,0.20,0.50,0.30,0.30,,0.20,0.40,,0.20,0.20,0.50,,,,0.40,,,0.30,,,0.30,0.30,,0.20,,
11-05-2020,22,,0.20,,,0.20,,0.20,0.40,,,0.10,,,0.30,,0.40,0.20,,0.40,,0.20,0.20,,0.30,0.50,0.20,0.40,,0.30,0.40,,0.30,0.30,0.40,,,,0.30,,,0.30,,,0.20,0.30,,0.20,,
11-05-2020,23,,0.30,,,0.10,,0.30,0.60,,,0.10,,,0.30,,0.20,0.40,,0.40,,0.10,0.20,,0.20,0.50,0.30,0.30,,0.20,0.40,,0.40,0.30,0.40,,,,0.30,,,0.20,,,0.30,0.30,,0.20,,
11-05-2020,24,,0.20,,,0.20,,0.20,0.40,,,0.10,,,0.20,,0.00,0.40,,0.40,,0.10,0.30,,0.20,0.50,0.40,0.20,,0.20,0.30,,0.30,0.30,0.30,,,,0.10,,,0.10,,,0.30,0.30,,0.10,,
12-05-2020,1,,0.20,,,0.10,,0.10,0.20,,,0.10,,,0.30,,0.00,0.40,,0.30,,0.10,0.20,,0.10,0.20,0.30,0.20,,0.20,0.20,,0.40,0.20,0.30,,,,0.20,,,0.10,,,0.40,0.20,,0.10,,
12-05-2020,2,,0.10,,,0.10,,0.10,0.20,,,0.10,,,0.20,,0.10,0.30,,0.20,,0.10,0.10,,0.10,0.30,0.20,0.20,,0.20,0.20,,0.30,0.20,0.30,,,,0.20,,,0.10,,,0.30,0.10,,0.20,,
12-05-2020,3,,0.10,,,0.10,,0.20,0.20,,,0.20,,,0.10,,0.10,0.20,,0.30,,0.10,0.10,,0.10,0.40,0.30,0.20,,0.10,0.20,,0.30,0.20,0.30,,,,0.20,,,0.20,,,0.30,0.10,,0.20,,
12-05-2020,4,,0.10,,,0.10,,0.20,0.20,,,0.20,,,0.10,,0.10,0.10,,0.30,,0.10,0.30,,0.20,0.50,0.30,0.30,,0.20,0.20,,0.30,0.20,0.20,,,,0.20,,,0.30,,,0.30,0.20,,0.20,,
12-05-2020,5,,0.10,,,0.20,,0.30,0.30,,,0.20,,,0.10,,0.20,0.10,,0.40,,0.10,0.60,,0.20,0.40,0.50,0.30,,0.50,0.20,,0.20,0.20,0.30,,,,0.20,,,0.40,,,0.30,0.30,,0.30,,
12-05-2020,6,,0.10,,,0.50,,0.50,0.60,,,0.50,,,0.20,,0.50,0.40,,0.60,,0.10,0.70,,0.80,0.60,1.00,0.50,,0.40,0.20,,0.50,0.40,0.40,,,,0.30,,,0.50,,,0.50,0.60,,0.60,,
12-05-2020,7,,0.10,,,0.30,,0.60,1.10,,,0.70,,,0.60,,1.10,0.70,,0.90,,0.10,1.10,,0.80,0.90,1.80,1.00,,1.90,0.30,,1.30,1.00,0.50,,,,0.80,,,0.90,,,0.60,0.90,,0.70,,
12-05-2020,8,,0.20,,,0.50,,0.60,1.00,,,0.70,,,0.20,,0.80,0.50,,0.80,,0.10,0.60,,1.00,1.30,0.90,0.50,,1.20,0.40,,1.20,1.20,0.70,,,,1.20,,,1.00,,,0.80,0.80,,0.70,,
12-05-2020,9,,0.10,,,0.40,,0.40,0.80,,,0.30,,,0.10,,0.40,0.60,,0.80,,0.10,0.60,,0.60,0.90,0.90,0.70,,0.80,0.20,,0.70,1.00,0.40,,,,0.40,,,0.70,,,0.40,0.60,,0.30,,
12-05-2020,10,,0.20,,,0.40,,0.50,0.60,,,0.30,,,0.00,,0.40,0.50,,0.70,,0.10,0.60,,0.50,0.80,0.80,0.70,,0.70,0.20,,0.50,0.70,0.20,,,,0.20,,,0.50,,,0.30,0.30,,0.40,,
12-05-2020,11,,0.20,,,,,0.40,0.30,,,0.10,,,,,0.30,0.30,,0.40,,0.10,0.40,,0.30,0.60,0.40,0.40,,0.40,0.30,,0.30,0.50,0.10,,,,0.10,,,0.40,,,0.30,0.30,,0.30,,
12-05-2020,12,,0.20,,,,,0.20,0.20,,,0.10,,,,,0.20,0.30,,0.30,,0.10,0.20,,0.30,0.50,0.30,0.30,,0.30,0.30,,0.30,0.40,0.10,,,,0.10,,,0.30,,,0.20,0.30,,0.20,,
12-05-2020,13,,0.20,,,,,0.20,0.10,,,0.20,,,,,0.10,0.20,,0.30,,0.00,0.20,,0.30,0.40,0.20,0.20,,0.20,0.20,,0.30,0.30,0.10,,,,0.10,,,0.20,,,0.20,0.20,,0.20,,
12-05-2020,14,,0.20,,,0.20,,0.10,0.20,,,0.30,,,,,0.10,0.20,,0.30,,0.10,0.10,,0.20,0.20,0.20,0.20,,0.20,0.20,,0.30,0.30,0.10,,,,0.10,,,0.20,,,0.20,0.20,,0.20,,
12-05-2020,15,,0.20,,,0.10,,0.20,0.10,,,0.30,,,,,0.10,0.20,,0.20,,0.10,0.10,,0.30,0.30,0.20,0.20,,0.20,0.20,,0.20,0.20,0.20,,,,0.00,,,0.10,,,0.20,0.10,,0.20,,
12-05-2020,16,,0.10,,,0.10,,0.10,0.10,,,0.10,,,,,0.10,0.20,,0.30,,0.10,0.20,,0.40,0.50,0.20,0.30,,0.20,0.10,,0.20,0.20,0.20,,,,0.00,,,0.20,,,0.20,0.10,,0.20,,
12-05-2020,17,,0.10,,,0.20,,0.10,0.20,,,0.10,,,,,0.20,0.20,,0.30,,0.10,0.20,,0.30,0.40,0.20,0.20,,0.20,0.10,,0.20,0.20,0.10,,,,0.10,,,0.20,,,0.20,0.10,,0.30,,
12-05-2020,18,,0.00,,,0.10,,0.10,0.10,,,0.20,,,,,0.10,0.10,,0.30,,0.10,0.20,,0.30,0.50,0.20,0.10,,0.10,0.10,,0.20,0.30,0.10,,,,0.10,,,0.10,,,0.20,0.10,,0.40,,
12-05-2020,19,,0.10,,,0.10,,0.10,0.10,,,0.20,,,,,0.00,0.20,,0.30,,0.10,0.20,,0.30,0.50,0.20,0.20,,0.20,0.10,,0.20,0.30,0.20,,,,0.10,,,0.10,,,0.30,0.10,,0.40,,
12-05-2020,20,,0.10,,,0.00,,0.10,0.10,,,0.20,,,,,0.20,0.20,,0.20,,0.10,0.20,,0.30,0.40,0.20,0.20,,0.20,0.20,,0.20,0.30,0.30,,,,0.10,,,0.10,,,0.30,0.20,,0.50,,
12-05-2020,21,,0.10,,,0.10,,0.20,0.10,,,0.20,,,,,0.30,0.40,,0.30,,0.10,0.30,,0.40,0.40,0.40,,,0.30,0.20,,0.20,0.40,0.20,,,,0.20,,,0.30,,,0.20,0.10,,0.40,,
12-05-2020,22,,0.10,,,0.50,,0.20,0.10,,,0.40,,,,,0.30,0.40,,0.30,,0.10,0.40,,0.60,0.40,0.40,,,0.50,0.20,,0.40,,0.20,,,,0.10,,,0.30,,,0.30,0.30,,0.30,,
12-05-2020,23,,0.10,,,0.60,,0.30,0.10,,,0.40,,,,,0.30,0.50,,0.20,,0.10,0.50,,0.70,0.30,0.40,,,0.30,0.20,,0.50,,0.20,,,,0.10,,,0.30,,,0.20,0.30,,0.60,,
12-05-2020,24,,0.10,,,0.10,,0.30,0.40,,,0.30,,,,,0.30,0.50,,0.20,,0.10,0.50,,0.60,0.40,,,,0.30,0.20,,,,0.20,,,,0.10,,,0.90,,,0.20,0.20,,0.30,,
13-05-2020,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-05-2020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-05-2020,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-05-2020,4,,0.10,,,0.10,,0.20,0.50,,,0.30,,,,,0.10,0.40,,0.30,,0.10,0.20,,0.60,0.40,0.30,0.20,,0.30,0.10,,0.40,,0.20,,,,0.30,,,0.30,,,0.10,0.20,,0.30,,
13-05-2020,5,,0.10,,,0.10,,0.20,0.70,,,0.30,,,,,0.20,0.50,,0.30,,0.10,0.20,,0.80,0.40,0.70,0.40,,0.40,0.10,,0.60,,0.20,,,,0.30,,,0.40,,,0.30,0.20,,0.50,,
13-05-2020,6,,0.00,,,0.40,,0.20,0.90,,,0.70,,,,,0.60,0.70,,0.50,,0.10,0.30,,1.10,0.60,0.80,0.60,,0.50,0.10,,0.70,,0.30,,,,0.40,,,0.50,,,0.40,0.40,,0.80,,
13-05-2020,7,,0.10,,,0.80,,0.70,1.30,,,0.80,,,,,1.00,0.50,,0.90,,0.10,0.70,,1.20,0.90,0.80,0.60,,0.70,0.20,,1.10,,0.30,,,,0.70,,,0.90,,,0.50,0.40,,1.10,,
13-05-2020,8,,0.10,,,0.50,,0.60,1.30,,,0.40,,,,,1.50,0.60,,0.70,,0.10,0.70,,1.00,1.70,0.80,1.10,,1.20,0.30,,1.30,,0.40,,,,0.60,,,1.20,,,0.60,0.60,,1.10,,
13-05-2020,9,,0.20,,,0.70,,0.50,0.70,,,0.30,,,,,0.90,0.50,,0.70,,0.20,0.50,,0.60,1.20,0.70,0.60,,1.10,0.40,,0.90,,0.30,,,,0.80,,,0.90,,,0.30,0.60,,1.20,,
13-05-2020,10,,0.20,,,0.50,,0.40,0.40,,,0.50,,,,,0.40,0.50,,0.60,,0.20,0.40,,0.40,1.30,0.60,0.40,,0.70,0.40,,0.50,,0.50,,,,0.30,,,0.60,,,0.20,0.50,,0.80,,
13-05-2020,11,,0.20,,,0.50,,0.20,0.40,,,0.40,,,0.20,,0.20,0.40,,0.40,,0.00,0.20,,0.40,0.60,0.40,0.40,,0.40,0.30,,0.50,,0.40,,,,0.20,,,0.40,,,0.20,0.30,,0.70,,
13-05-2020,12,,0.20,,,0.20,,0.10,0.20,,,0.20,,,0.20,,0.10,0.20,,0.30,,0.10,0.10,,0.20,0.50,0.20,0.30,,0.20,0.20,,0.30,,0.30,,,,0.10,,,0.20,,,0.10,0.20,,0.40,,
13-05-2020,13,,0.10,,,0.20,,0.10,0.10,,,0.20,,,0.20,,0.10,0.20,,0.30,,0.10,0.10,,0.30,0.30,0.20,0.30,,0.10,0.20,,0.10,,0.30,,,,0.10,,,0.30,,,0.10,0.00,,0.20,,
13-05-2020,14,,0.10,,,0.20,,0.00,0.10,,,0.10,,,0.20,,0.20,0.20,,0.20,,0.10,0.10,,0.30,0.30,0.20,0.30,,0.10,0.20,,0.10,,0.20,,,,0.00,,,0.30,,,0.10,0.00,,0.20,,
13-05-2020,15,,0.10,,,0.20,,0.00,0.10,,,0.10,,,0.10,,0.20,0.10,,0.20,,0.10,0.00,,0.20,0.30,0.10,0.30,,0.10,0.10,,0.10,,0.20,,,,0.00,,,0.20,,,0.10,0.00,,0.30,,
13-05-2020,16,,0.10,,,0.20,,0.10,0.10,,,0.10,,,0.10,,0.10,0.10,,0.20,,0.10,0.10,,0.20,0.40,0.20,0.30,,0.10,0.20,,0.10,0.20,0.20,,,,0.00,,,0.20,,,0.10,0.10,,0.30,,
13-05-2020,17,,0.10,,,0.20,,0.10,0.10,,,0.10,,,0.20,,0.20,0.10,,0.30,,0.10,0.00,,0.20,0.70,0.30,0.30,,0.10,0.20,,0.10,0.20,0.30,,,,0.10,,,0.20,,,0.10,0.00,,0.20,,
13-05-2020,18,,0.10,,,0.20,,0.10,0.20,,,0.20,,,0.20,,0.20,0.20,,0.30,,0.20,0.10,,0.40,0.70,0.30,0.30,,0.20,0.20,,0.20,0.20,0.20,,,,0.10,,,0.20,,,0.20,0.10,,0.30,,
13-05-2020,19,,0.20,,,0.10,,0.10,0.20,,,0.20,,,0.20,,0.20,0.20,,0.30,,0.20,0.10,,0.50,0.70,0.30,0.30,,0.30,0.20,,0.20,0.30,0.30,,,,0.10,,,0.20,,,0.30,0.10,,0.30,,
13-05-2020,20,,0.20,,,0.20,,0.20,0.20,,,0.20,,,0.30,,0.30,0.20,,0.30,,0.10,0.20,,0.50,0.50,0.30,0.40,,0.30,0.20,,0.30,0.30,0.30,,,,0.20,,,0.20,,,0.30,0.20,,0.40,,
13-05-2020,21,,0.20,,,0.10,,0.20,0.20,,,0.20,,,0.20,,0.30,0.30,,0.30,,0.10,0.20,,0.40,0.40,0.40,0.30,,0.30,0.30,,0.20,0.40,0.30,,,,0.20,,,0.20,,,0.30,0.30,,0.40,,
13-05-2020,22,,0.10,,,0.10,,0.20,0.10,,,0.20,,,0.10,,0.30,0.30,,0.30,,0.10,0.20,,0.50,0.50,0.40,0.20,,0.30,0.30,,0.30,0.40,0.30,,,,0.20,,,0.10,,,0.30,0.20,,0.30,,
13-05-2020,23,,0.20,,,0.10,,0.10,0.20,,,0.20,,,0.10,,0.10,0.30,,0.20,,0.10,0.10,,0.40,0.30,0.20,0.20,,0.30,0.20,,0.30,0.30,0.20,,,,0.20,,,0.20,,,0.30,0.20,,0.30,,
13-05-2020,24,,0.10,,,0.10,,0.10,0.30,,,0.30,,,0.10,,0.10,0.30,,0.20,,0.10,0.10,,0.20,0.20,0.20,0.20,,0.20,0.20,,0.20,0.30,0.20,,,,0.30,,,0.20,,,0.20,0.10,,0.20,,
14-05-2020,1,,0.10,,,0.10,,0.10,0.20,,,0.30,,,0.10,,0.10,0.30,,0.20,,0.10,0.10,,0.20,0.20,0.30,0.20,,0.30,0.20,,0.20,0.40,0.10,,,,0.20,,,0.20,,,0.20,0.10,,0.20,,
14-05-2020,2,,0.10,,,0.10,,0.10,0.10,,,0.30,,,0.10,,0.10,0.40,,0.20,,0.10,0.10,,0.40,0.30,0.30,0.20,,0.20,0.10,,0.20,0.40,0.10,,,,0.20,,,0.20,,,0.10,0.20,,0.20,,
14-05-2020,3,,0.10,,,0.10,,0.20,0.20,,,0.30,,,0.00,,0.00,0.30,,0.30,,0.10,0.10,,0.40,0.50,0.30,0.20,,0.20,0.20,,0.10,0.40,0.20,,,,0.20,,,0.20,,,0.20,0.20,,0.20,,
14-05-2020,4,,0.10,,,0.10,,0.20,0.20,,,0.30,,,0.00,,0.10,0.30,,0.30,,0.10,0.10,,0.50,0.40,0.50,0.20,,0.30,0.20,,0.20,0.40,0.20,,,,0.20,,,0.30,,,0.20,0.20,,0.30,,
14-05-2020,5,,0.00,,,0.30,,0.30,0.30,,,0.30,,,0.00,,0.10,0.30,,0.40,,0.10,0.40,,0.60,0.30,0.70,0.30,,0.30,0.20,,0.40,0.60,0.20,,,,0.30,,,0.20,,,0.20,0.30,,0.40,,
